Player_Name,Age,Height,Weight,Forward,Goalkeeper,Midfielder,Attaking_Midfielder,Center,Defender,Appearances,Substitute(Appearances),Playtime(Minutes),Goals,Assists,Yellow_Cards,Red_Cards,Set_piece_Goal,Passing_Percentage,AerialsWon,Man_Of_The_Matches,Rating
Thiago AlcE!C/ntara,32,0.78094195,0.255813953,0,0,1,0,1,0,14,4,1256,0,0,2,0,0.6,86.5,0.8,1,6.82
Darwin NE!E!+-ez,23,0.026286966,0.558139535,1,0,1,1,1,0,19,10,1701,9,3,1,1,2.9,67.1,1.2,2,6.79
Ibrahima KonatE!(c),24,0.04162103,0.720930233,0,0,0,0,1,1,17,1,1551,0,0,5,0,0.6,87.2,2.6,0,6.79
Andrew Robertson,29,0.007667032,0.348837209,0,0,1,0,0,1,29,5,2588,0,8,3,0,0.4,84.2,0.6,0,6.78
Diogo Jota,26,0.012048193,0.348837209,1,0,1,1,1,0,12,10,1133,7,4,2,0,1.6,75.9,0.8,1,6.74
Fabinho ,29,0.023001095,0.581395349,0,0,1,0,1,1,31,5,2678,0,2,11,0,0.5,88.7,0.8,0,6.71
Joe Gomez,26,0.021905805,0.581395349,0,0,0,0,1,1,15,6,1461,0,0,3,0,0.3,86.6,2.2,0,6.69
Curtis Jones,22,0.019715225,0.511627907,0,0,1,1,1,0,12,6,1040,3,1,2,0,0.8,91.2,0.2,1,6.67
CaoimhE!n Kelleher,24,0.018619934,0.581395349,0,1,0,0,0,0,1,6,90,0,0,0,0,0,94.1,0,0,6.58
Jordan Henderson,32,0.023001095,0.441860465,0,0,1,0,1,1,23,12,2075,0,2,2,0,0.7,84.9,0.3,0,6.57
Stefan Bajcetic,18,0.021905805,0.511627907,0,0,1,0,1,0,6,5,527,1,0,2,0,0.5,78.7,0.8,0,6.54
Harvey Elliott,20,0.007667032,0.162790698,0,0,1,1,1,0,18,14,1615,1,2,2,0,1.1,82.9,0.1,0,6.53
JoE!'l Matip,31,1,0.744186047,0,0,0,0,1,1,12,2,1093,1,0,3,0,0.4,86.7,1.8,1,6.5
Konstantinos Tsimikas,27,0.021905805,0.372093023,0,0,0,0,0,1,9,11,769,0,4,3,0,0.4,85.4,0.4,0,6.48
Nathaniel Phillips,26,0.029572837,0.627906977,0,0,0,0,1,1,1,1,66,0,0,0,0,0.5,86.6,2,0,6.4
FE!degbio Carvalho,20,0.005476451,0.162790698,0,0,1,1,1,0,4,9,343,2,0,0,0,0.8,82.7,0.3,0,6.37
James Milner,37,0.78094195,0.279069767,0,0,1,0,1,1,7,24,893,0,1,2,0,0.2,81.4,0.4,0,6.34
Alex Oxlade Chamberlain ,29,0.78094195,0.395348837,0,0,1,0,1,0,4,5,335,1,0,0,0,0.8,73,0.1,0,6.3
Naby KeE!Ota,28,0.007667032,0.209302326,0,0,1,0,1,0,3,5,294,0,0,1,0,1.3,78,0.4,0,6.14
Ben Doak,17,0.020810515,0.302325581,0,0,0,0,0,1,0,2,24,0,0,0,0,0,71.4,0,0,6.1
Bobby Clark,18,0.013143483,0.348837209,0,0,1,0,0,1,0,1,7,0,0,0,0,0,100,0,0,6.04
Alexandre Lacazette,32,0.017524644,0.279069767,1,0,1,0,1,0,34,1,2938,27,5,3,0,3.3,75.5,0.8,5,7.42
Lucas PaquetE!deg,25,0.016429354,0.395348837,1,0,1,0,1,0,2,1,161,0,0,0,0,2.5,87.1,2,0,7.32
Maxence Caqueret,23,0.006571742,0.255813953,0,0,1,0,1,1,32,4,2778,4,7,2,0,0.7,86.3,0.4,2,7.04
Rayan Cherki,19,0.015334064,0.302325581,0,0,1,1,1,0,21,13,1874,4,6,3,0,1.8,81,0.1,3,6.99
Bradley Barcola,20,0.030668127,0.534883721,0,0,1,1,0,0,15,11,1438,5,8,3,0,1,72.4,0.6,3,6.94
TetE!(tm) ,23,0.78094195,0.279069767,0,0,1,1,0,0,14,3,1114,6,2,3,0,1.8,81.7,0.2,2,6.93
Karl Toko Ekambi ,30,0.018619934,0.465116279,1,0,1,1,0,0,15,4,1357,4,2,1,0,2.2,82.3,0.8,2,6.91
Dejan Lovren,33,0.029572837,0.581395349,0,0,0,0,1,1,17,4,1462,1,0,2,0,0.8,88.2,2.8,0,6.91
NicolE!degs Tagliafico,30,0.009857612,0.209302326,0,0,1,0,1,1,34,4,2995,1,3,5,0,0.7,85.8,1.3,1,6.86
Malo Gusto,20,0.024096386,0.372093023,0,0,1,0,0,1,19,2,1602,0,1,1,0,0.3,85.1,0.4,1,6.86
Corentin Tolisso,28,0.026286966,0.418604651,0,0,1,0,1,1,25,5,2050,1,2,3,0,1,88.8,1.2,1,6.82
Sinaly DiomandE!(c),22,0.018619934,0.488372093,0,0,0,0,1,1,22,2,1959,0,0,2,1,0.4,85.6,2.3,0,6.75
Castello Lukeba,20,0.014238773,0.488372093,0,0,0,0,1,1,33,1,2986,2,0,7,1,0.4,90.4,1.1,0,6.73
Anthony Lopes,32,0.026286966,0.488372093,0,0,0,0,0,0,32,1,2817,0,0,2,1,0,74.3,0.1,0,6.69
Jeffinho ,23,0.010952903,0.093023256,0,0,1,1,0,0,4,5,443,1,0,1,0,1.1,86.3,0.3,0,6.68
Thiago Mendes,31,0.023001095,0.302325581,0,0,1,0,1,1,22,9,2065,1,1,3,0,0.5,87,1.1,0,6.61
SaE!'l Kumbedi,18,0.78094195,0.279069767,0,0,0,0,0,1,14,6,1317,0,2,8,0,0.5,83.6,0.4,0,6.61
Henrique ,29,0.015334064,0.23255814,0,0,1,0,0,1,3,4,353,0,1,0,0,0.1,86.3,1.4,0,6.54
RE!(c)my Riou,35,0.026286966,0.651162791,0,0,0,0,0,0,6,1,601,0,0,0,0,0,76.4,0,0,6.54
Johann Lepenant,20,0.023001095,0.302325581,0,0,1,0,1,1,21,10,1935,1,2,4,0,0.6,89.9,0.5,0,6.49
Damien da Silva ,35,0.027382256,0.488372093,0,0,0,0,1,1,3,4,336,0,0,2,0,0.3,87,1.7,0,6.46
Houssem Aouar,24,0.78094195,0.279069767,0,0,1,0,1,0,6,10,522,1,1,2,0,0.9,82.4,0.4,0,6.42
Jeff Reine-AdE!(c)laE!Ode,25,0.019715225,0.465116279,1,0,1,1,1,0,1,13,325,0,0,1,0,0.7,89.8,0.2,0,6.4
Romain Faivre,24,0.019715225,0.395348837,0,0,1,1,1,0,3,7,297,0,1,0,0,0.5,92.1,0.2,0,6.36
Amin Sarr,22,0.028477547,0.581395349,1,0,1,1,0,0,6,7,537,1,1,0,0,0.5,75.2,0.8,0,6.33
JE!(c)rE!Y=me Boateng,34,1,0.674418605,0,0,0,0,1,1,6,2,432,0,0,0,0,0,80.6,0.9,0,6.33
Moussa DembE!(c)lE!(c),26,0.017524644,0.465116279,1,0,0,0,0,0,8,15,866,3,0,1,0,1.2,72.9,1.3,0,6.32
Mamadou Sarr,17,0.019715225,0.279069767,0,0,0,0,0,1,0,1,7,0,0,0,0,0,100,0,0,6.05
Mohamed El Arouch ,19,0.017524644,0.069767442,0,0,1,0,0,1,0,1,1,0,0,0,0,0,100,0,0,6
Bruno Fernandes,28,0.013143483,0.372093023,0,0,1,0,1,0,37,1,3320,8,8,6,0,2.5,77.7,0.5,6,7.44
Casemiro ,31,0.029572837,0.511627907,0,0,1,0,1,1,24,4,2126,4,3,7,2,1.2,78.5,2,5,7.17
Marcus Rashford,25,0.78094195,0.395348837,1,0,1,1,1,0,32,3,2890,17,5,2,0,3.1,78.7,0.6,6,7.08
Diogo Dalot,24,0.020810515,0.465116279,0,0,1,0,0,1,24,2,2155,1,2,6,0,0.8,80.5,1.5,2,6.96
Aaron Wan-Bissaka,25,0.016429354,0.465116279,0,0,1,0,0,1,16,3,1436,0,0,2,0,0.5,83.5,0.7,0,6.93
Luke Shaw,27,0.019715225,0.511627907,0,0,1,0,1,1,30,1,2558,1,2,8,0,0.5,86,1.5,1,6.9
Lisandro MartE!nez,25,0.021905805,0.279069767,0,0,1,0,1,1,24,3,2117,1,0,6,0,0.4,87.3,1.2,0,6.84
Jadon Sancho,23,0.020810515,0.395348837,0,0,1,1,1,0,21,5,1699,6,3,0,0,0.8,85,0.1,0,6.82
Antony ,23,0.006571742,0.255813953,0,1,1,1,0,0,23,2,1819,4,2,5,0,2.9,82.2,0.2,1,6.82
Victor LindelE!f,28,0.890470975,0.558139535,0,0,0,0,1,1,14,6,1361,0,0,1,0,0.2,93.2,1.7,0,6.7
Christian Eriksen,31,0.020810515,0.441860465,1,0,1,0,1,0,25,3,2062,1,8,3,0,1.4,84.6,0.3,1,6.7
David de Gea ,32,0.020810515,0.674418605,0,1,0,0,0,0,38,3,3420,0,0,0,0,0,68.3,0.1,1,6.67
RaphaE!'l Varane,30,0.026286966,0.651162791,0,0,0,0,1,1,22,2,1917,0,0,1,0,0.3,86.5,1.8,0,6.64
Marcel Sabitzer,29,0.020810515,0.348837209,1,0,1,0,1,0,7,4,628,0,1,1,0,1,79.1,1.2,0,6.64
Tyrell Malacia,23,0.010952903,0.162790698,0,0,0,0,0,1,14,8,1395,0,0,6,0,0.2,87.4,0.4,0,6.64
Anthony Martial,27,0.020810515,0.418604651,1,0,1,1,0,0,11,10,980,6,2,0,0,1.3,81.6,0.5,0,6.59
Harry Maguire,30,1,0.720930233,0,0,0,0,1,1,8,8,762,0,0,4,0,0.2,85.4,1.6,0,6.59
Scott McTominay,26,0.033953998,0.697674419,0,0,1,0,1,1,10,14,1151,1,0,8,0,0.5,82.9,1.4,1,6.55
Fred ,30,0.007667032,0.139534884,0,0,1,0,1,0,12,23,1235,2,2,6,0,0.7,80.7,0.3,0,6.48
Cristiano Ronaldo,38,0.028477547,0.558139535,1,0,1,0,0,0,4,6,520,1,0,2,0,2.5,76.6,1.5,1,6.39
Wout Weghorst,30,0.029572837,0.790697674,1,0,0,0,0,0,10,7,797,0,1,1,0,0.8,72.9,0.9,0,6.38
Alejandro Garnacho,18,0.890470975,0.395348837,0,0,1,1,0,0,5,14,563,3,2,3,0,1.3,81.1,0.2,0,6.35
Anthony Elanga,21,0.78094195,0.348837209,0,0,1,1,0,0,5,11,424,0,1,0,0,0.6,76,0.5,0,6.26
Donny van de Beek ,26,0.020810515,0.488372093,0,0,1,0,1,0,2,5,166,0,0,0,0,0.3,78,0.4,0,6.18
Facundo Pellistri,21,0.013143483,0.279069767,0,0,1,1,0,0,0,4,60,0,0,0,0,0,93.3,0,0,6.18
Kobbie Mainoo,18,0.78094195,0.279069767,0,0,1,0,0,1,0,1,10,0,0,0,0,0,87.5,0,0,6.11
Gabriel Jesus,26,0.017524644,0.279069767,1,0,1,1,0,0,24,2,2075,11,6,6,0,3,81.5,1.7,4,7.42
Bukayo Saka,21,0.016429354,0.348837209,0,0,1,0,1,1,37,1,3195,14,11,6,0,2.3,80.9,0.4,4,7.4
Martin EAudegaard,24,0.012048193,0.348837209,0,0,1,1,1,0,37,1,3149,15,7,4,0,2.5,84,0.4,7,7.29
Gabriel Martinelli,21,0.019715225,0.348837209,1,0,1,1,0,0,34,2,2806,15,5,3,0,2.2,82.4,0.4,4,7.25
Thomas Partey,29,0.021905805,0.511627907,0,0,1,0,1,1,28,5,2487,3,0,5,0,0.8,88,1.1,1,7.06
Granit Xhaka,30,0.890470975,0.534883721,0,0,1,0,1,1,36,1,3004,7,7,5,0,1.1,86.5,1,1,6.98
Gabriel MagalhE!PSes,25,0.023001095,0.627906977,0,0,0,0,1,1,38,1,3411,3,0,5,0,0.8,89.7,2.6,2,6.86
Oleksandr Zinchenko,26,0.007667032,0.279069767,0,0,1,0,1,1,26,1,2135,1,2,3,0,1,87.8,1.9,1,6.86
Leandro Trossard,28,0.004381161,0.209302326,1,0,1,0,1,0,10,10,930,1,10,0,0,0.9,84.3,0.1,2,6.84
Ben White,25,0.020810515,0.534883721,0,0,1,0,1,1,36,2,3068,2,5,5,0,0.3,86.6,0.9,0,6.78
William Saliba,22,0.038335159,0.674418605,0,0,0,0,1,1,27,2,2416,2,1,4,0,0.2,91,2,1,6.77
Reiss Nelson,23,0.015334064,0.279069767,0,0,1,0,0,0,0,11,204,3,2,0,0,1.1,90.7,0.2,1,6.68
Aaron Ramsdale,25,0.033953998,0.581395349,0,1,0,0,0,0,38,11,3420,0,0,1,0,0,63.4,0.2,1,6.63
Jorginho ,31,0.008762322,0.395348837,0,0,1,0,1,1,9,5,855,0,1,0,0,0.4,87.6,0.7,0,6.6
Jakub Kiwior,23,0.019715225,0.604651163,0,0,1,0,1,1,5,2,427,1,0,0,0,0.1,86.2,1.1,0,6.6
Eddie Nketiah,24,0.016429354,0.279069767,1,0,0,0,0,0,9,21,1073,4,1,3,0,1.4,81.6,0.3,1,6.44
Takehiro Tomiyasu,24,0.78094195,0.558139535,0,0,0,0,1,1,6,15,656,0,1,2,0,0.1,82.5,0.8,0,6.34
FE!degbio Vieira,23,0.00109529,0.162790698,1,0,1,1,1,0,3,19,502,1,2,0,0,0.7,84.6,0.1,0,6.31
Rob Holding,27,0.026286966,0.604651163,0,0,0,0,1,1,6,8,562,1,0,0,0,0.4,86.8,1.6,0,6.31
Albert Sambi Lokonga ,23,0.010952903,0.23255814,0,0,1,0,1,1,2,4,196,0,0,0,0,0,94.3,0.5,0,6.28
Kieran Tierney,26,0.78094195,0.348837209,0,0,1,0,1,1,6,21,779,0,1,0,0,0.3,78.1,0.2,0,6.25
Emile Smith Rowe ,22,0.024096386,0.441860465,0,0,1,1,1,0,0,12,164,0,2,0,0,0.3,91.3,0,0,6.18
Mohamed Elneny,30,0.016429354,0.372093023,0,0,1,0,1,1,1,4,111,0,0,0,0,0,95,0,0,6.07
CE!(c)dric Soares,31,0.010952903,0.209302326,0,0,1,0,0,1,0,2,28,0,0,0,0,0,90,0,0,6.07
Ethan Nwaneri,16,0.78094195,0.046511628,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6
Marquinhos ,20,0.030668127,0.279069767,0,0,1,1,0,0,0,1,1,0,0,0,0,0,66.7,0,0,6
Robert Lewandowski,34,0.026286966,0.511627907,1,0,0,0,0,0,33,1,2852,23,7,2,1,4,78.1,1.5,7,7.49
Memphis Depay,29,0.023001095,0.348837209,1,0,1,1,1,0,2,1,116,1,0,0,0,3,83.9,0.5,0,7.23
Pedri ,20,0.671412924,0.255813953,0,0,1,1,1,0,22,4,1983,6,1,2,0,0.8,87.6,0.1,3,7.2
Frenkie de Jong ,26,0.018619934,0.418604651,0,0,1,0,1,1,29,4,2539,2,4,3,0,0.5,91.4,1,4,7.15
Ousmane DembE!(c)lE!(c),26,0.010952903,0.348837209,1,0,1,1,1,0,16,9,1416,5,7,4,0,2,83.4,0.2,3,7.13
Raphinha ,26,0.012048193,0.302325581,1,0,1,1,0,0,25,11,2087,7,7,8,0,2.2,79.9,0.4,6,7.04
Sergio Busquets,34,0.020810515,0.604651163,0,0,1,0,1,1,28,2,2347,0,4,6,1,0.3,88.7,1.8,0,6.99
Jules KoundE!(c),24,0.019715225,0.395348837,0,0,0,0,1,1,28,1,2429,1,3,2,0,0.5,88.8,1.5,1,6.97
Ronald AraE!jo,24,0.024096386,0.581395349,0,0,0,0,1,1,21,1,1802,0,2,6,1,0.8,89.1,2.1,0,6.91
Alejandro Balde,19,0.013143483,0.279069767,0,0,0,0,0,1,30,3,2477,1,6,4,0,0.6,91.1,0.6,1,6.89
Marc-AndrE!(c)  Stegen,31,0.030668127,0.558139535,0,1,0,0,0,0,38,3,3349,0,0,0,0,0,82.4,0.2,0,6.86
Gerard PiquE!(c),36,0.030668127,0.720930233,0,0,0,0,1,1,5,2,383,0,0,3,1,0.4,92.2,2.9,0,6.85
Gavi ,18,0.78094195,0.23255814,0,0,1,1,1,0,30,6,2543,2,4,10,0,0.8,87.5,1.1,0,6.84
Jordi Alba,34,0.012048193,0.162790698,0,0,1,0,0,1,14,10,1423,2,3,4,1,0.5,86.6,0.3,1,6.82
Andreas Christensen,27,0.027382256,0.558139535,0,0,1,0,1,1,22,1,1767,1,1,2,0,0.4,94,1.8,0,6.82
HE!(c)ctor BellerE!n,28,0.018619934,0.348837209,0,0,1,0,0,1,1,2,141,0,0,0,0,0,80,1,0,6.71
Sergi Roberto,31,0.012048193,0.348837209,0,0,1,0,1,1,15,8,1309,4,1,3,0,0.8,92.8,0.3,0,6.65
Eric GarcE!a,22,0.020810515,0.441860465,0,0,0,0,1,1,15,9,1414,1,0,3,0,0.3,91,1,0,6.62
Ansu Fati,20,0.009857612,0.348837209,1,0,1,1,0,0,12,24,1382,7,3,3,0,1.7,84.8,0.2,0,6.54
Marcos Alonso,32,0.029572837,0.581395349,0,0,1,0,1,1,11,13,1163,1,0,3,0,0.3,90.9,1.1,0,6.53
Ferran Torres,23,0.021905805,0.488372093,1,0,1,1,0,0,14,19,1385,4,2,5,1,1.2,81.2,0.3,1,6.48
Franck KessiE!(c),26,0.018619934,0.465116279,0,0,1,0,1,0,7,21,980,1,1,4,0,0.5,86.8,0.3,0,6.3
Aleix Garrido,19,0.015334064,0.069767442,0,0,1,0,0,1,0,1,6,0,0,0,0,0,100,0,0,6.24
Pablo Torre,20,0.006571742,0.23255814,0,0,1,0,0,1,1,7,138,0,0,0,0,0.1,85.2,0.1,0,6.22
Pierre-Emerick Aubameyang,33,0.890470975,0.558139535,1,0,1,0,1,0,0,1,8,0,0,0,0,1,100,0,0,6.21
Lamine Yamal,15,0.023001095,0.348837209,0,0,0,0,0,1,0,1,7,0,0,0,0,1,100,0,0,6.14
IE!+-aki PeE!+-a,24,0.023001095,0.488372093,0,1,0,0,0,0,0,2,72,0,0,0,0,0,90.9,0,0,6.05
EOUAngel AlarcE!>=n,19,0.026286966,0.302325581,0,0,1,0,0,1,0,3,22,0,0,0,0,0.3,100,0,0,6.04
EOUAngel AlarcE!>=n,19,0.028477547,0.372093023,0,0,1,0,0,1,0,1,1,0,0,0,0,0,33.3,0,0,6
Arnau Tenas,22,0.030668127,0.511627907,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,6
Chadi Riad,19,0.027382256,0.534883721,0,0,0,0,0,1,0,1,1,0,0,0,0,0,100,0,0,6
Joshua Kimmich,28,0.019715225,0.325581395,0,0,1,0,1,1,32,1,2815,5,6,4,1,0.8,89.7,0.5,4,7.47
Jamal Musiala,20,0.012048193,0.395348837,0,0,1,0,1,0,26,7,2212,12,10,1,0,2,85.4,0.4,4,7.34
Kingsley Coman,26,0.020810515,0.418604651,1,0,1,0,0,0,16,8,1421,8,5,0,1,2,84.7,0.5,4,7.2
JoE!PSo Cancelo,29,0.018619934,0.441860465,0,0,1,0,0,1,11,4,1015,1,4,3,0,0.8,85.1,1.1,0,7.2
Eric Choupo-Moting,34,1,0.651162791,1,0,1,0,1,0,14,5,1117,10,2,0,0,1.6,77.6,0.9,3,7.19
Benjamin Pavard,27,0.020810515,0.534883721,0,0,1,0,1,1,27,3,2432,4,1,6,0,1.1,89.9,2.1,2,7.17
Alphonso Davies,22,0.019715225,0.465116279,0,0,1,0,0,1,24,2,2049,1,4,0,0,0.7,87.2,0.2,2,7.14
Thomas ME!oller,33,0.020810515,0.511627907,1,0,1,0,1,0,21,6,1672,7,8,0,0,1.7,77.4,1.4,1,7.12
Serge Gnabry,27,0.021905805,0.302325581,1,0,1,1,1,0,22,12,1943,14,5,0,0,2.4,82.3,0.3,4,7.1
Leroy SanE!(c),27,0.890470975,0.465116279,1,0,1,0,1,0,20,12,2012,8,7,4,0,2.4,82.8,0.2,1,7.09
Matthijs de Ligt ,23,0.035049288,0.558139535,0,0,0,0,1,1,27,4,2405,3,1,4,0,0.7,91.3,3.1,0,6.93
Leon Goretzka,28,0.027382256,0.604651163,0,0,1,0,1,0,22,5,1738,3,2,5,0,1.5,82.8,1.7,1,6.89
Noussair Mazraoui,25,0.006571742,0.465116279,0,0,0,0,0,1,11,8,1072,1,4,0,0,0.4,86.9,0.9,0,6.86
Sadio ManE!(c),31,0.013143483,0.279069767,1,0,1,1,1,0,18,7,1432,7,5,2,0,2.2,76.4,0.9,0,6.86
Manuel Neuer,37,0.039430449,0.697674419,0,1,0,0,0,0,12,7,1080,0,0,0,0,0.2,87,0.3,0,6.82
Gabriel Vidovic,19,0.019715225,0.395348837,0,0,1,1,0,0,0,1,18,0,1,0,0,0,76.9,0,0,6.74
Dayot Upamecano,24,0.028477547,0.534883721,0,0,0,0,1,1,27,2,2348,0,1,6,1,0.2,90.8,1.6,0,6.71
Marcel Sabitzer,29,0.020810515,0.348837209,1,0,1,0,1,0,7,8,627,1,1,2,0,1,87.7,0.5,0,6.65
Lucas HernE!degndez,27,0.024096386,0.488372093,0,0,0,0,1,1,6,1,479,0,0,1,0,0,90.8,0.6,0,6.63
Sven Ulreich,34,0.032858708,0.674418605,0,1,0,0,0,0,4,1,271,0,0,1,0,0,81.7,0,0,6.59
Arijon Ibrahimovic,17,0.013143483,0.302325581,0,0,1,0,0,1,0,1,13,0,0,0,0,2,87.5,2,0,6.49
Yann Sommer,34,0.024096386,0.465116279,0,1,0,0,0,0,19,1,1710,0,0,1,0,0,85.3,0.3,0,6.37
Mathys Tel,18,0.021905805,0.465116279,0,0,0,0,0,1,1,21,399,5,0,2,0,0.9,80.4,0.4,0,6.36
Josip Stanisic,23,0.021905805,0.558139535,0,0,0,0,0,1,4,10,573,0,0,1,0,0,91.7,0.4,0,6.35
Ryan Gravenberch,21,0.028477547,0.627906977,0,0,1,0,1,1,3,21,561,0,0,1,0,0.5,89.3,0.2,0,6.29
Paul Wanner,17,0.016429354,0.511627907,0,0,1,0,0,1,0,2,23,0,0,1,0,0,77.8,0.5,0,6.28
Daley Blind,33,0.016429354,0.395348837,0,0,1,0,1,1,1,3,131,0,0,0,0,0.3,87.6,0.5,0,6.23
Bouna Sarr,31,0.013143483,0.325581395,0,0,1,0,1,1,0,1,2,0,0,0,0,0,50,0,0,5.99
Jude Bellingham,19,0.019715225,0.534883721,0,0,1,0,1,0,30,1,2693,8,4,8,0,2.2,83.1,1.1,6,7.58
Julian Brandt,27,0.028477547,0.511627907,1,0,1,0,1,0,29,3,2412,9,8,2,0,1.3,83.8,0.3,3,7.28
RaphaE!'l Guerreiro,29,0.015334064,0.162790698,0,0,1,0,1,1,26,1,2296,4,12,4,0,1.2,85.1,0.2,3,7.27
SE!(c)bastien Haller,28,0.027382256,0.627906977,1,0,0,0,0,0,15,4,1232,9,3,1,0,1.8,70.5,2.2,1,7.21
Donyell Malen,24,0.012048193,0.302325581,1,0,1,1,0,0,22,4,1724,9,5,0,0,2.5,80.4,0.2,3,7.2
Julien Duranville,17,0.002190581,0.162790698,0,0,0,0,0,1,0,1,28,0,0,0,0,1,77.8,0,0,7.2
Nico Schlotterbeck,23,0.031763417,0.651162791,0,0,0,0,1,1,27,1,2255,4,5,3,0,0.6,86.8,2.1,0,7.09
Mats Hummels,34,0.040525739,0.651162791,0,0,0,0,1,1,24,6,2022,1,0,4,0,0.6,87.7,2.4,0,6.98
Emre Can,29,0.031763417,0.534883721,0,0,1,0,1,1,20,7,1896,2,1,8,0,0.6,89.7,1.1,1,6.88
Karim Adeyemi,21,0.012048193,0.395348837,1,0,1,1,0,0,20,4,1399,6,5,9,0,1.6,77.2,0.4,1,6.86
Marius Wolf,28,0.026286966,0.581395349,0,0,1,0,1,1,17,8,1570,1,1,2,0,0.9,80,0.2,3,6.81
Niklas SE!ole,27,0.046002191,0.744186047,0,0,0,0,1,1,23,6,2116,2,3,2,0,1.1,91.3,1.1,0,6.8
Julian Ryerson,25,0.031763417,0.465116279,0,0,1,0,1,1,17,6,1417,1,0,2,0,0.6,83.6,0.8,0,6.8
Gregor Kobel,25,0.033953998,0.744186047,0,1,0,0,0,0,27,6,2430,0,0,0,0,0,81.1,0.2,1,6.79
Marco Reus,34,0.015334064,0.395348837,1,0,1,0,1,0,14,11,1352,6,4,4,0,1.5,81.1,0.5,1,6.69
Jamie Bynoe-Gittens,18,0.78094195,0.279069767,0,0,1,1,0,0,4,11,527,3,1,1,0,1.6,77.3,0.6,0,6.67
Youssoufa Moukoko,18,0.016429354,0.372093023,1,0,0,0,0,0,11,15,1135,7,3,0,0,1.3,71.3,0.2,1,6.6
Alexander Meyer,32,1,0.744186047,0,1,0,0,0,0,7,15,630,0,0,0,0,0,85.4,0.1,0,6.58
Gio Reyna,20,0.024096386,0.511627907,0,0,1,1,1,0,4,18,612,7,2,2,0,1.1,81.1,0.3,0,6.58
Mahmoud Dahoud,27,0.012048193,0.348837209,0,0,1,0,1,0,4,5,337,0,0,1,0,0.7,83.9,0.1,0,6.54
Felix Passlack,25,0.018619934,0.162790698,0,0,1,0,1,1,0,3,61,0,0,0,0,0,78.1,0.3,0,6.54
Thomas Meunier,31,1,0.651162791,0,0,1,0,0,1,7,3,584,0,0,2,0,0.4,73.1,0.7,0,6.51
"Salih E,Aizcan",25,0.018619934,0.441860465,0,0,1,0,1,0,17,9,1574,0,1,6,0,0.1,88.5,0.8,0,6.49
Anthony Modeste,35,0.029572837,0.558139535,1,0,0,0,0,0,7,12,807,2,1,4,0,1.2,59.5,1.7,0,6.44
Tom Rothe,18,0.027382256,0.581395349,0,0,0,0,0,1,0,2,24,0,0,0,0,0.5,92.9,0,0,6.29
Thorgan Hazard,30,0.015334064,0.279069767,1,0,1,0,1,0,2,12,455,0,0,1,0,0.6,80,0.3,0,6.28
Antonios Papadopoulos,23,0.028477547,0.511627907,0,0,0,0,0,1,0,1,12,0,0,0,0,1,89.5,1,0,6.17
Marco Pasalic,22,0.018619934,0.325581395,0,0,1,0,0,1,0,1,10,0,0,0,0,1,100,0,0,6.01
Justin Njinmah,22,0.019715225,0.488372093,0,0,0,0,0,1,0,1,21,0,0,0,0,0,0,0,0,5.91
SoumaE!Ola Coulibaly,19,0.027382256,0.627906977,0,0,0,0,0,1,0,1,45,0,0,0,0,0,97.8,1,0,5.12
Kevin De Bruyne ,31,0.012048193,0.418604651,1,0,1,0,1,0,28,4,2425,7,16,1,0,2,80.8,0.4,9,7.58
Stefan Ortega,30,0.033953998,0.511627907,0,1,0,0,0,0,3,4,270,0,0,0,0,0,85.4,0.3,1,7.56
Erling Haaland,22,0.033953998,0.720930233,1,0,0,0,0,0,33,2,2779,36,8,5,0,3.5,74.8,1.4,6,7.54
Jack Grealish,27,0.020810515,0.279069767,1,0,1,1,1,0,23,5,2064,5,7,4,0,1.5,87.6,0.5,3,7.33
Rodri ,26,0.027382256,0.627906977,0,0,1,0,1,1,34,2,2921,2,6,5,0,1.4,91.3,2,3,7.26
Phil Foden,23,0.78094195,0.186046512,1,0,1,1,1,0,22,10,1844,11,5,1,0,1.4,86.1,0.6,3,7.13
Ilkay GE!ondogan,32,0.890470975,0.395348837,0,0,1,0,1,0,27,4,2359,8,4,0,0,1.7,88.2,0.6,2,7.11
JoE!PSo Cancelo,29,0.018619934,0.441860465,0,0,1,0,0,1,16,1,1279,2,1,3,1,1,86.8,1.6,1,7.04
Riyad Mahrez,32,0.010952903,0.372093023,1,0,1,1,1,0,22,8,1924,5,10,2,0,1.4,86.8,0.3,2,7.01
Bernardo Silva,28,0.007667032,0.23255814,1,0,1,0,1,0,24,10,2203,4,5,5,0,0.7,89.1,0.1,0,6.8
John Stones,29,0.890470975,0.581395349,0,0,1,0,1,1,21,2,1849,2,2,2,0,0.5,93.2,1.4,0,6.8
RE!ben Dias,26,0.020810515,0.534883721,0,0,0,0,1,1,22,4,1999,0,0,3,0,0.4,92.7,1.7,0,6.79
Nathan AkE!(c),28,0.019715225,0.395348837,0,0,1,0,1,1,22,4,1876,1,0,2,0,0.3,91.1,1.4,0,6.75
Shea Charles,19,0.023001095,0.302325581,0,0,1,0,0,1,0,1,27,0,0,0,0,0,91.7,2,0,6.71
